Active,FirstName,LastName,GenderAsString,CantonName,CantonAbbreviation,CouncilName,ParlGroupName,ParlGroupAbbreviation,PartyName,PartyAbbreviation,MaritalStatusText,BirthPlace_City,BirthPlace_Canton,Mandates,DateJoining,DateLeaving,Citizenship,DateOfBirth,DateOfDeath
FALSE,Claude,Hêche,m,Jura,JU,Conseil des Etats,Groupe socialiste,S,Parti socialiste suisse,PSS,,Porrentruy,Jura,Exécutif communal: Conseiller communal depuis 1985 jusqu'à 1987 (Maire: depuis 1988 jusqu'à 1994); Législatif cantonal: Député depuis 1983 jusqu'à 1994 (Président: 1988); Exécutif cantonal: Ministre depuis 1995 jusqu'à 2006,12/3/2007,12/4/2011,Cornol (JU),12/20/1952,
FALSE,Claude,Hêche,m,Jura,JU,Conseil des Etats,Groupe socialiste,S,Parti socialiste suisse,PSS,,Porrentruy,Jura,Exécutif communal: Conseiller communal depuis 1985 jusqu'à 1987 (Maire: depuis 1988 jusqu'à 1994); Législatif cantonal: Député depuis 1983 jusqu'à 1994 (Président: 1988); Exécutif cantonal: Ministre depuis 1995 jusqu'à 2006,12/5/2011,11/29/2015,Cornol (JU),12/20/1952,
TRUE,Claude,Hêche,m,Jura,JU,Conseil des Etats,Groupe socialiste,S,Parti socialiste suisse,PSS,,Porrentruy,Jura,Exécutif communal: Conseiller communal depuis 1985 jusqu'à 1987 (Maire: depuis 1988 jusqu'à 1994); Législatif cantonal: Député depuis 1983 jusqu'à 1994 (Président: 1988); Exécutif cantonal: Ministre depuis 1995 jusqu'à 2006,11/30/2015,,Cornol (JU),12/20/1952,
FALSE,Franz,Hediger,m,Zoug,ZG,Conseil national,,,Conservateurs,Cons*,,,,,6/3/1889,12/6/1896,Zoug (ZG),1/14/1829,3/12/1901
FALSE,Joachim,Heer,m,Glaris,GL,Conseil national,Centre,MC,Libéral,Lib*,,,,,12/7/1857,12/5/1875,Glaris (GL),9/25/1825,3/1/1879
FALSE,Joachim,Heer,m,Glaris,GL,Conseil national,Centre,MC,Libéral,Lib*,,,,,12/7/1857,12/5/1875,Glaris (GL),9/25/1825,3/1/1879
FALSE,Joachim,Heer,m,Glaris,GL,Conseil national,Centre,MC,Libéral,Lib*,,,,,12/7/1857,12/5/1875,Glaris (GL),9/25/1825,3/1/1879
FALSE,Joachim,Heer,m,Glaris,GL,Conseil national,Centre,MC,Libéral,Lib*,,,,,12/7/1857,12/5/1875,Glaris (GL),9/25/1825,3/1/1879
FALSE,Joachim,Heer,m,Glaris,GL,Conseil national,Centre,MC,Libéral,Lib*,,,,,12/7/1857,12/5/1875,Glaris (GL),9/25/1825,3/1/1879
FALSE,Gottfried,Heer,m,Glaris,GL,Conseil des Etats,Non inscrit,-,Démocrates,Dém*,,,,,6/5/1906,4/1/1914,"Hätzingen (GL),Glaris (GL)",4/11/1843,10/21/1921
FALSE,Joachim,Heer,m,Glaris,GL,Conseil fédéral,,,Libéral,Lib*,,,,,1/1/1877,12/31/1877,Glaris (GL),9/25/1825,3/1/1879
FALSE,Alfred,Heer,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,UDC,,Zurich,Zurich,Legislative der Gemeinde Zürich: von Mai 1994 bis Mai 1998; Legislative des Kantons: von Mai 1995 bis 2008,12/3/2007,12/4/2011,Glaris (GL),10/12/1961,
FALSE,Alfred,Heer,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,UDC,,Zurich,Zurich,Legislative der Gemeinde Zürich: von Mai 1994 bis Mai 1998; Legislative des Kantons: von Mai 1995 bis 2008,12/5/2011,11/29/2015,Glaris (GL),10/12/1961,
TRUE,Alfred,Heer,m,Zurich,ZH,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,UDC,,Zurich,Zurich,Legislative der Gemeinde Zürich: von Mai 1994 bis Mai 1998; Legislative des Kantons: von Mai 1995 bis 2008,11/30/2015,,Glaris (GL),10/12/1961,
FALSE,Alfred,Heer,m,Glaris,GL,Conseil national,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,11/30/1970,11/28/1971,Glaris (GL),12/4/1917,1/18/1999
FALSE,Heinrich,Heer,m,Glaris,GL,Conseil des Etats,Groupe démocrate,DEM,Démocrates,Dém*,,,,,6/1/1953,6/1/1968,"Riedern (GL),Glaris (GL)",9/17/1900,12/23/1968
FALSE,Joachim,Heer,m,Glaris,GL,Conseil fédéral,,,Libéral,Lib*,,,,,12/10/1875,12/31/1878,Glaris (GL),9/25/1825,3/1/1879
FALSE,Peter,Hefti,m,Glaris,GL,Conseil des Etats,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,6/4/1968,5/1/1990,Schwanden (GL),10/6/1922,9/17/2012
FALSE,Jakob,Hefti,m,Schaffhouse,SH,Conseil national,Groupe de politique sociale,SPOL,Grutléens et démocrates,Grut&Dém*,,,,,12/1/1919,2/1/1921,Luchsingen (GL),12/5/1873,1/10/1951
FALSE,Thomas,Hefti,m,Glaris,GL,Conseil des Etats,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,PLR,marié(e),Zurich,Zurich,Gemeindepräsident Glarus Süd: von Januar 2011 bis Juni 2014; Gemeindepräsident Schwanden: von Juli 2006 bis Dezember 2010; Vizegemeindepräsident Schwanden: von Juli 1998 bis Juni 2006; Landrat: seit Januar 2008,3/3/2014,11/29/2015,Glarus Süd (GL),10/30/1959,
TRUE,Thomas,Hefti,m,Glaris,GL,Conseil des Etats,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,PLR,marié(e),Zurich,Zurich,Gemeindepräsident Glarus Süd: von Januar 2011 bis Juni 2014; Gemeindepräsident Schwanden: von Juli 2006 bis Dezember 2010; Vizegemeindepräsident Schwanden: von Juli 1998 bis Juni 2006; Landrat: seit Januar 2008,11/30/2015,,Glarus Süd (GL),10/30/1959,
FALSE,Melchior,Hefti,m,Glaris,GL,Conseil des Etats,Groupe démocrate,DEM,Démocrates,Dém*,,,,,6/7/1938,6/1/1953,Hätzingen (GL),4/17/1879,12/27/1965
FALSE,Rolf,Hegetschweiler,m,Zurich,ZH,Conseil national,Groupe radical-libéral,R,Parti radical-démocratique suisse,PRD,,Ottenbach,Zurich,Kantonsrat Zürich von 1979 bis 1991,12/1/2003,12/2/2007,Ottenbach (ZH),12/3/1937,
FALSE,Rolf,Hegetschweiler,m,Zurich,ZH,Conseil national,Groupe radical-libéral,R,Parti radical-démocratique suisse,PRD,,Ottenbach,Zurich,Kantonsrat Zürich von 1979 bis 1991,11/25/1991,12/3/1995,Ottenbach (ZH),12/3/1937,
FALSE,Rolf,Hegetschweiler,m,Zurich,ZH,Conseil national,Groupe radical-libéral,R,Parti radical-démocratique suisse,PRD,,Ottenbach,Zurich,Kantonsrat Zürich von 1979 bis 1991,12/4/1995,11/30/2003,Ottenbach (ZH),12/3/1937,
FALSE,Jean-Jacques,Hegg,m,Zurich,ZH,Conseil national,Groupe de l'Action nationale,N,Action nationale,AN,,,,,11/28/1983,2/1/1985,Dübendorf (ZH),11/10/1930,
TRUE,Peter,Hegglin,m,Zoug,ZG,Conseil des Etats,Groupe PDC,C,Parti démocrate-chrétien suisse,PDC,marié(e),Edlibach,Zoug,Legislative Kanton Zug: von 1990 bis 2002; Exekutive Gemeinde Menzingen: von 2000 bis 2002; Exekutive Kanton Zug: von 2003 bis 2015; Vorstandsmitglied FDK: von 2005 bis 2015; Präsident FDK: von 2013 bis 2016; Präsident der Konferenz der NFA-Geberkantone: von 2005 bis 2011,11/30/2015,,Menzingen (ZG),12/25/1960,
FALSE,Meinrad Jb.,Hegner,m,Schwyz,SZ,Conseil national,Gauche,LG,Libéral,Lib*,,,,,12/4/1854,12/6/1857,Lachen (SZ),9/8/1813,12/7/1879
FALSE,Anton,Heil,m,Zurich,ZH,Conseil national,Groupe conservateur-catholique sociale,K,Parti conservateur chrétien-social,CCS,,,,,12/7/1959,10/1/1969,"Winterthur (ZH),Waldkirch (SG)",2/2/1920,8/2/1976
FALSE,Johann Heinrich,Heim,m,Appenzell Rh.-Ext.,AR,Conseil national,Gauche,LG,Seele der Bewegung (AR),SdB (AR)*,,,,,11/6/1848,11/30/1851,Gais (AR),11/16/1802,12/22/1876
FALSE,Bea,Heim,f,Soleure,SO,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,marié(e),Aarau,Argovie,Legislative des Kantons (Kantonsrätin): von 1989 bis Januar 2004; Kantonsratspräsidentin: 1999,12/5/2011,11/29/2015,"Olten (SO),Walzenhausen (AR),Neuendorf (SO)",4/7/1946,
TRUE,Bea,Heim,f,Soleure,SO,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,marié(e),Aarau,Argovie,Legislative des Kantons (Kantonsrätin): von 1989 bis Januar 2004; Kantonsratspräsidentin: 1999,11/30/2015,,"Olten (SO),Walzenhausen (AR),Neuendorf (SO)",4/7/1946,
FALSE,Bea,Heim,f,Soleure,SO,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,marié(e),Aarau,Argovie,Legislative des Kantons (Kantonsrätin): von 1989 bis Januar 2004; Kantonsratspräsidentin: 1999,12/3/2007,12/4/2011,"Olten (SO),Walzenhausen (AR),Neuendorf (SO)",4/7/1946,
FALSE,Franz Joseph,Heim,m,Appenzell Rh.-Int.,AI,Conseil des Etats,,,Conservateurs,Cons*,,,,,7/5/1852,6/1/1856,Appenzell (AI),2/2/1793,10/30/1859
FALSE,Bea,Heim,f,Soleure,SO,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,marié(e),Aarau,Argovie,Legislative des Kantons (Kantonsrätin): von 1989 bis Januar 2004; Kantonsratspräsidentin: 1999,12/1/2003,12/2/2007,"Olten (SO),Walzenhausen (AR),Neuendorf (SO)",4/7/1946,
FALSE,Alex,Heim,m,Soleure,SO,Conseil national,Groupe démocrate-chrétien,C,Parti démocrate-chrétien suisse,PDC,,Neuendorf,Soleure,"Kantonsrat von 1985 bis 1997; Fraktionspräsident 1996/97
Kantonsratspräsident 1994",9/29/1997,11/30/2003,Neuendorf (SO),4/21/1951,
FALSE,Albin,Heimann,m,Zurich,ZH,Conseil des Etats,Groupe indépendant,U,Alliance des Indépendants,AdI,,,,,12/4/1967,11/25/1979,"Zurich (ZH),Hasliberg (BE)",3/16/1914,12/19/2015
FALSE,Josef,Heinzer,m,Schwyz,SZ,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,,,,12/1/1947,12/6/1959,Muotathal (SZ),11/28/1886,5/1/1961
FALSE,Joh. Philipp,Heitz,m,Thurgovie,TG,Conseil national,,,Parti radical-démocratique suisse,PRD,,,,,6/7/1880,11/30/1890,"Zurich (ZH),Stein am Rhein (SH),Münchwilen (TG)",3/24/1850,1/10/1909
FALSE,Albert,Helbling,m,Soleure,SO,Conseil national,Groupe radical-démocratique,R,Parti radical-démocratique suisse,PRD,,,,,12/1/1931,11/30/1947,Epsach (BE),6/12/1878,1/8/1964
FALSE,Felix,Helbling,m,St-Gall,SG,Conseil des Etats,Gauche,LG,Parti radical-démocratique suisse,PRD,,,,,7/1/1850,6/1/1851,Rapperswil (SG),4/11/1802,1/13/1873
FALSE,Alfred,Held,m,Berne,BE,Conseil national,"Groupe des Paysans, Artisans et Bourgeois",BGB,"Paysans, Artisans et Bourgeois",PAB,,,,,9/11/1950,12/2/1951,Rüegsau (BE),11/10/1886,4/28/1973
FALSE,Alfred,Held,m,Berne,BE,Conseil national,"Groupe des Paysans, Artisans et Bourgeois",BGB,"Paysans, Artisans et Bourgeois",PAB,,,,,12/4/1922,12/6/1925,Rüegsau (BE),11/10/1886,4/28/1973
FALSE,Alfred,Held,m,Berne,BE,Conseil national,"Groupe des Paysans, Artisans et Bourgeois",BGB,"Paysans, Artisans et Bourgeois",PAB,,,,,12/18/1929,11/30/1947,Rüegsau (BE),11/10/1886,4/28/1973
FALSE,Alfred,Held,m,Berne,BE,Conseil national,"Groupe des Paysans, Artisans et Bourgeois",BGB,"Paysans, Artisans et Bourgeois",PAB,,,,,12/6/1926,12/2/1928,Rüegsau (BE),11/10/1886,4/28/1973
FALSE,Hermann,Heller,m,Lucerne,LU,Conseil national,,,Parti radical-démocratique suisse,PRD,,,,,6/1/1891,6/25/1917,Lucerne (LU),1/28/1850,6/25/1917
FALSE,Hermann,Heller,m,Lucerne,LU,Conseil national,,,Parti radical-démocratique suisse,PRD,,,,,6/1/1891,6/25/1917,Lucerne (LU),1/28/1850,6/25/1917
FALSE,Hermann,Heller,m,Lucerne,LU,Conseil national,,,Parti radical-démocratique suisse,PRD,,,,,6/1/1891,6/25/1917,Lucerne (LU),1/28/1850,6/25/1917
FALSE,Johann Jak.,Heller,m,Lucerne,LU,Conseil national,Gauche,LG,Libéral,Lib*,,,,,11/6/1848,10/1/1850,Schenkon (LU),4/6/1807,4/24/1876
FALSE,Emil,Heller,m,Zurich,ZH,Conseil national,"Groupe des Paysans, Artisans et Bourgeois",BGB,"Paysans, Artisans et Bourgeois",PAB,,,,,3/3/1928,12/1/1935,Eglisau (ZH),9/13/1860,9/28/1950
FALSE,Josef,Henggeler,m,Zurich,ZH,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,,,,12/6/1943,6/1/1947,"Zurich (ZH),Unterägeri (ZG)",10/1/1889,3/16/1950
FALSE,Wolfgang,Henggeler,m,Zoug,ZG,Conseil national,Centre,MC,Libéral,Lib*,,,,,6/1/1860,10/1/1867,Unterägeri (ZG),5/21/1814,6/14/1877
FALSE,Henri-Louis,Henry,m,Neuchâtel,NE,Conseil national,Gauche,LG,Parti radical-démocratique suisse,PRD,,,,,3/9/1885,12/4/1887,Cortaillod (NE),7/21/1838,2/17/1905
FALSE,Andreas,Herczog,m,Zurich,ZH,Conseil national,Groupe du Parti du Travail et Partito socialista autonomo,T,Progressive Organisation der Schweiz,POCH,,Budapest,,"Gemeinde Legislative von 1974 bis 1978, Kantonale Legislative von 1975 bis 1979",11/26/1979,12/3/1995,Liestal (BL),2/11/1947,
FALSE,Andreas,Herczog,m,Zurich,ZH,Conseil national,Groupe du Parti du Travail et Partito socialista autonomo,T,Progressive Organisation der Schweiz,POCH,,Budapest,,"Gemeinde Legislative von 1974 bis 1978, Kantonale Legislative von 1975 bis 1979",11/26/1979,12/3/1995,Liestal (BL),2/11/1947,
FALSE,Andreas,Herczog,m,Zurich,ZH,Conseil national,Groupe du Parti du Travail et Partito socialista autonomo,T,Progressive Organisation der Schweiz,POCH,,Budapest,,"Gemeinde Legislative von 1974 bis 1978, Kantonale Legislative von 1975 bis 1979",11/26/1979,12/3/1995,Liestal (BL),2/11/1947,
FALSE,Andreas,Herczog,m,Zurich,ZH,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,Budapest,,"Gemeinde Legislative von 1974 bis 1978, Kantonale Legislative von 1975 bis 1979",12/4/1995,12/5/1999,Liestal (BL),2/11/1947,
FALSE,Marc,Héridier,m,Genève,GE,Conseil des Etats,,,Parti radical-démocratique suisse,PRD,,,,,12/5/1892,10/1/1893,Chêne-Bourg (GE),11/6/1840,3/19/1919
FALSE,Marc,Héridier,m,Genève,GE,Conseil des Etats,,,Parti radical-démocratique suisse,PRD,,,,,11/26/1883,9/1/1884,Chêne-Bourg (GE),11/6/1840,3/19/1919
FALSE,Nicolaus,Hermann,m,Obwald,OW,Conseil national,,,Conservateurs,Cons*,,,,,12/2/1878,8/4/1888,Sachseln (OW),10/21/1818,8/4/1888
FALSE,Nicolaus,Hermann,m,Obwald,OW,Conseil des Etats,,,Conservateurs,Cons*,,,,,5/1/1849,12/1/1872,Sachseln (OW),10/21/1818,8/4/1888
FALSE,Nicolaus,Hermann,m,Obwald,OW,Conseil des Etats,,,Conservateurs,Cons*,,,,,5/1/1849,12/1/1872,Sachseln (OW),10/21/1818,8/4/1888
FALSE,Nicolaus,Hermann,m,Obwald,OW,Conseil des Etats,,,Conservateurs,Cons*,,,,,5/1/1849,12/1/1872,Sachseln (OW),10/21/1818,8/4/1888
FALSE,Fritz,Herren,m,Fribourg,FR,Conseil national,Groupe conservateur-catholique,K,Conservateurs,Cons*,,,,,1/31/1949,12/1/1963,Lourtens (FR),5/11/1899,10/1/1971
FALSE,Friedrich Wilhelm,Hertenstein,m,Zurich,ZH,Conseil fédéral,,,Libéral,Lib*,,,,,3/21/1879,12/31/1887,Kyburg (ZH),5/5/1825,11/27/1888
FALSE,Friedrich Wilhelm,Hertenstein,m,Zurich,ZH,Conseil fédéral,,,Libéral,Lib*,,,,,1/1/1888,11/27/1888,Kyburg (ZH),5/5/1825,11/27/1888
FALSE,Friedrich Wilhelm,Hertenstein,m,Zurich,ZH,Conseil national,Centre,MC,Libéral,Lib*,,,,,12/2/1872,12/1/1878,Kyburg (ZH),5/5/1825,11/27/1888
FALSE,Friedrich Wilhelm,Hertenstein,m,Zurich,ZH,Conseil des Etats,Centre,MC,Libéral,Lib*,,,,,12/2/1878,3/1/1879,Kyburg (ZH),5/5/1825,11/27/1888
FALSE,Adam,Herzog,m,Lucerne,LU,Conseil des Etats,,,Conservateurs,Cons*,,,,,12/2/1872,8/2/1895,Beromünster (LU),5/12/1829,8/2/1895
FALSE,Adam,Herzog,m,Lucerne,LU,Conseil des Etats,,,Conservateurs,Cons*,,,,,12/2/1872,8/2/1895,Beromünster (LU),5/12/1829,8/2/1895
FALSE,Adam,Herzog,m,Lucerne,LU,Conseil des Etats,,,Conservateurs,Cons*,,,,,12/2/1872,8/2/1895,Beromünster (LU),5/12/1829,8/2/1895
FALSE,Verena,Herzog,f,Thurgovie,TG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,UDC,marié(e),Winterthur,Zurich,"Legislative des Kantons: von Februar 2007 bis Februar 2013; Legislative der Stadt Frauenfeld: von Januar 2009 bis Januar 2013; Geschäftsprüfungskommission (GFK) des Kantons: von Juni 2008 bis Dezember 2012; Mitglied Primarschulbehörde: von Juni 1997 bis Juli 2009; Mitglied Kommission Gesundheitsförderung, Prävention und Sucht des Regierungsrates Thurgau: seit Mai 2013",3/4/2013,11/29/2015,"Homburg (TG),Winterthur (ZH)",2/7/1956,
TRUE,Verena,Herzog,f,Thurgovie,TG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,UDC,marié(e),Winterthur,Zurich,"Legislative des Kantons: von Februar 2007 bis Februar 2013; Legislative der Stadt Frauenfeld: von Januar 2009 bis Januar 2013; Geschäftsprüfungskommission (GFK) des Kantons: von Juni 2008 bis Dezember 2012; Mitglied Primarschulbehörde: von Juni 1997 bis Juli 2009; Mitglied Kommission Gesundheitsförderung, Prävention und Sucht des Regierungsrates Thurgau: seit Mai 2013",11/30/2015,,"Homburg (TG),Winterthur (ZH)",2/7/1956,
FALSE,Ernst,Herzog,m,Bâle-Ville,BS,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,,,,12/2/1935,6/12/1967,Hornussen (AG),5/2/1898,6/12/1967
FALSE,Adam,Herzog,m,Lucerne,LU,Conseil national,,,Conservateurs,Cons*,,,,,12/6/1869,12/1/1872,Beromünster (LU),5/12/1829,8/2/1895
FALSE,Heinrich,Herzog,m,Thurgovie,TG,Conseil des Etats,"Groupe des Paysans, Artisans et Bourgeois",BGB,"Paysans, Artisans et Bourgeois",PAB,,,,,12/2/1963,11/25/1979,Homburg (TG),6/17/1906,6/28/1995
FALSE,Peter,Hess,m,Zoug,ZG,Conseil national,Groupe démocrate-chrétien,C,Parti démocrate-chrétien suisse,PDC,,Unterägeri,Zoug,Grosser Gemeinderat der Stadt Zug von 1979 bis 1982; Präsident des Nationalrates 2000/2001,12/4/1995,11/30/2003,Unterägeri (ZG),5/14/1948,
FALSE,Peter,Hess,m,Zoug,ZG,Conseil national,Groupe démocrate-chrétien,C,Parti démocrate-chrétien suisse,PDC,,Unterägeri,Zoug,Grosser Gemeinderat der Stadt Zug von 1979 bis 1982; Präsident des Nationalrates 2000/2001,12/4/1995,11/30/2003,Unterägeri (ZG),5/14/1948,
FALSE,Konrad,Hess,m,Zoug,ZG,Conseil national,Groupe conservateur-catholique,K,Conservateurs,Cons*,,,,,12/1/1947,12/1/1963,Zoug (ZG),2/15/1908,7/22/2001
FALSE,Otto (senior),Hess,m,Thurgovie,TG,Conseil national,"Groupe des Paysans, Artisans et Bourgeois",BGB,"Paysans, Artisans et Bourgeois",PAB,,,,,12/8/1942,12/3/1967,Hefenhofen (TG),9/21/1897,12/13/1988
FALSE,Otto (senior),Hess,m,Thurgovie,TG,Conseil national,"Groupe des Paysans, Artisans et Bourgeois",BGB,"Paysans, Artisans et Bourgeois",PAB,,,,,12/8/1942,12/3/1967,Hefenhofen (TG),9/21/1897,12/13/1988
FALSE,Otto (senior),Hess,m,Thurgovie,TG,Conseil national,"Groupe des Paysans, Artisans et Bourgeois",BGB,"Paysans, Artisans et Bourgeois",PAB,,,,,12/8/1942,12/3/1967,Hefenhofen (TG),9/21/1897,12/13/1988
FALSE,Peter,Hess,m,Zoug,ZG,Conseil national,Groupe démocrate-chrétien,C,Parti démocrate-chrétien suisse,PDC,,Unterägeri,Zoug,Grosser Gemeinderat der Stadt Zug von 1979 bis 1982; Präsident des Nationalrates 2000/2001,11/28/1983,12/3/1995,Unterägeri (ZG),5/14/1948,
FALSE,Bernhard,Hess,m,Berne,BE,Conseil national,Non inscrit,-,Démocrates Suisses,DS,,Soleure,Soleure,"Stadtrat Bern, 01.01.1994 bis 31.12.1998; Grossrat Bern, 01.05.1998 bis 31.12.1999",12/1/2003,12/2/2007,Wald (ZH),4/5/1966,
FALSE,Otto,Hess,m,Thurgovie,TG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,UDC,,Roggwil,Thurgovie,Grosser Rat von 1984 bis 1988,12/4/1995,12/5/1999,"Roggwil (TG),Hefenhofen (TG)",3/18/1935,2/17/2014
FALSE,Hans,Hess,m,Obwald,OW,Conseil des Etats,Groupe radical-libéral,RL,Parti radical-démocratique suisse,PRD,,Lucerne,Lucerne,Legislative des Kantons: von 1978 bis 1981; Exekutive des Kantons: von 1981 bis 1989,12/3/2007,12/4/2011,Engelberg (OW),5/4/1945,
FALSE,Heinrich,Hess,m,Zurich,ZH,Conseil national,,,Parti radical-démocratique suisse,PRD,,,,,12/4/1893,11/1/1919,Wald (ZH),1/28/1847,12/4/1919
FALSE,Walter,Hess,m,St-Gall,SG,Conseil national,Groupe démocrate-chrétien,C,Parti démocrate-chrétien suisse,PDC,,Niederuzwil,St-Gall,"CVP; Gemeinderat 1988 -  ; Kantonsrat 1992 - 2000, Grossratspräsident Sankt Gallen 1999/2000",12/6/1999,11/30/2003,Wuppenau (TG),10/5/1949,
FALSE,Otto,Hess,m,Thurgovie,TG,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,UDC,,Roggwil,Thurgovie,Grosser Rat von 1984 bis 1988,11/30/1987,12/3/1995,"Roggwil (TG),Hefenhofen (TG)",3/18/1935,2/17/2014
FALSE,Hans,Hess,m,Obwald,OW,Conseil des Etats,Non inscrit,-,sans parti,-,,Lucerne,Lucerne,Legislative des Kantons: von 1978 bis 1981; Exekutive des Kantons: von 1981 bis 1989,6/8/1998,11/30/2003,Engelberg (OW),5/4/1945,
FALSE,Hans,Hess,m,Obwald,OW,Conseil des Etats,Non inscrit,-,sans parti,-,,Lucerne,Lucerne,Legislative des Kantons: von 1978 bis 1981; Exekutive des Kantons: von 1981 bis 1989,6/8/1998,11/30/2003,Engelberg (OW),5/4/1945,
FALSE,Hans,Hess,m,Obwald,OW,Conseil des Etats,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,PLR,,Lucerne,Lucerne,Legislative des Kantons: von 1978 bis 1981; Exekutive des Kantons: von 1981 bis 1989,12/5/2011,11/29/2015,Engelberg (OW),5/4/1945,
FALSE,Lorenz,Hess,m,Berne,BE,Conseil national,Groupe BD,BD,Parti bourgeois-démocratique suisse,PBD,marié(e),Berne,Berne,"Legislative des Kantons (Grossrat): von Juni 2002 bis November 2011; Gemeinderat Stettlen: Präsident, seit Sommer 2001",12/5/2011,11/29/2015,Berne (BE),6/28/1961,
TRUE,Lorenz,Hess,m,Berne,BE,Conseil national,Groupe BD,BD,Parti bourgeois-démocratique suisse,PBD,marié(e),Berne,Berne,"Legislative des Kantons (Grossrat): von Juni 2002 bis November 2011; Gemeinderat Stettlen: Präsident, seit Sommer 2001",11/30/2015,,Berne (BE),6/28/1961,
TRUE,Erich,Hess,m,Berne,BE,Conseil national,Groupe de l'Union démocratique du Centre,V,Union Démocratique du Centre,UDC,célibataire,Dürrenroth,Berne,Legislative des Kantons Bern (Grosser Rat); Mitglied Geschäftsprüfungskommission Grosser Rat Kanton Bern; Mitglied Stadtrat Bern; Mitglied Aufsichtskommission Stadtrat Bern,11/30/2015,,Dürrenroth (BE),3/25/1981,
FALSE,Hermann,Hess,m,Thurgovie,TG,Conseil national,Groupe libéral-radical,RL,PLR.Les Libéraux-Radicaux,PLR,,Frauenfeld,Thurgovie,Mitglied des Grossen Rates (Legislative) des Kantons Thurgau:  2012-2015,11/30/2015,11/26/2017,Amriswil (TG),12/22/1951,
FALSE,Bernhard,Hess,m,Berne,BE,Conseil national,Non inscrit,-,Démocrates Suisses,DS,,Soleure,Soleure,"Stadtrat Bern, 01.01.1994 bis 31.12.1998; Grossrat Bern, 01.05.1998 bis 31.12.1999",12/6/1999,11/30/2003,Wald (ZH),4/5/1966,
FALSE,Hans,Hess,m,Obwald,OW,Conseil des Etats,Groupe radical-libéral,R,Parti radical-démocratique suisse,PRD,,Lucerne,Lucerne,Legislative des Kantons: von 1978 bis 1981; Exekutive des Kantons: von 1981 bis 1989,12/1/2003,12/2/2007,Engelberg (OW),5/4/1945,
FALSE,Josef Anton,Hess,m,Zoug,ZG,Conseil des Etats,,,Conservateurs,Cons*,,,,,12/3/1877,6/1/1883,Unterägeri (ZG),3/15/1832,1/4/1915
FALSE,Urs V. A.,Heutschi,m,Soleure,SO,Conseil national,Gauche,LG,Parti radical-démocratique suisse,PRD,,,,,3/9/1885,2/1/1886,Balsthal (SO),12/30/1843,12/17/1899
FALSE,J. K. Ferdinand,Hidber,m,St-Gall,SG,Conseil national,,,Conservateurs,Cons*,,,,,4/12/1898,10/1/1905,Mels (SG),1/23/1861,10/16/1909
FALSE,Kathrin,Hilber,f,St-Gall,SG,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,Degersheim,St-Gall,Kantonale Legislative von 1986 bis 1996,12/4/1995,12/31/1996,Degersheim (SG),3/26/1951,
FALSE,Franz-Joseph,Hildbrand,m,Valais,VS,Conseil national,Groupe démocrate-chrétien,C,Parti démocrate-chrétien suisse,PDC,,,,,11/30/1987,12/3/1995,Gampel (VS),2/2/1942,
FALSE,Josef,Hildebrand,m,Zoug,ZG,Conseil des Etats,,,Conservateurs,Cons*,,,,,6/7/1886,12/1/1934,Cham (ZG),6/28/1855,3/16/1935
FALSE,Josef,Hildebrand,m,Zoug,ZG,Conseil des Etats,,,Conservateurs,Cons*,,,,,6/7/1886,12/1/1934,Cham (ZG),6/28/1855,3/16/1935
FALSE,Josef,Hildebrand,m,Zoug,ZG,Conseil des Etats,,,Conservateurs,Cons*,,,,,6/7/1886,12/1/1934,Cham (ZG),6/28/1855,3/16/1935
FALSE,Jakob,Hildebrand,m,Zoug,ZG,Conseil des Etats,,,Conservateurs,Cons*,,,,,7/3/1871,2/1/1885,Cham (ZG),6/19/1833,2/1/1885
FALSE,Walter,Hilfiker,m,Bâle-Campagne,BL,Conseil national,Groupe socialiste,S,Parti socialiste suisse,PSS,,,,,12/6/1943,1/4/1945,Safenwil (AG),8/28/1897,1/4/1945
